"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17"
"gckk","ifkk","cfkj","efkk","cgkj","hgkj","iekk","ffkk",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","eckj","cfkj","cfkk","cekk","iekk","ggjk","cckj","hckk","dgkj","ffkk",NA,NA,NA,NA,NA,NA
"gckk","dgkk","bckk","efkk","bfjk","gfkj","bekk","gekk","dekk","dfjk","egkj","ffkk",NA,NA,NA,NA,NA
"gckk","ffkj","bekk","cgjk","cfkj","eckj","gckj","dfjk","hfkj","hekk","ifkj","dcjk","ickk","gfjk","cdkk","gdjk","ffkk"
"gckk","bgjk","eekk","cfkj","ggkk","gejk","bfkj","ffkk",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","hgjk","ffkj","cejk","cfjk","eejk","dgkj","hcjk","hdkk",NA,NA,NA,NA,NA,NA,NA,NA
"gckk","fcjk","hfkj","iekk","dfkk","ickk","gdkk","hdkk",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","igkk","hekk","hfkj","iekk","cgjk","cfkj","eckj","cckj",NA,NA,NA,NA,NA,NA,NA,NA
"gckk","hfjk","hekk","ifkj","hgjk","fgkj","cgjk","ggkj","ffkj","cckj",NA,NA,NA,NA,NA,NA,NA
"gckk","cdkk","ffkj","cejk","cfjk","gfkj","fejk","ggkk","gckj","cckj",NA,NA,NA,NA,NA,NA,NA
"gckk","ffjk","dfkk","bcjk","fgkj","fgjk","egkj","fckj","ifkk","ggjk",NA,NA,NA,NA,NA,NA,NA
"gckk","jckk","gfjk","ifkj","hgjk","hfkk","hekk","ggjk",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","cdkk","hckk","fgkj","cgjk","cgkj","bgkk","ggjk",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","igjk","dgkj","gfkj","hfkk","dfkj","jckj","ggjk",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","jfkk","dcjk","ifkk","ecjk","cckj","eckj","egkk","bekk","hfkk",NA,NA,NA,NA,NA,NA,NA
"gckk","ickj","dfkk","egkk","egjk","efkj","bekk","gekk","hfkk",NA,NA,NA,NA,NA,NA,NA,NA
"gckk","fdkj","dbjj","eckj","icjk","hgkk","ifkj","hfkk",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","gdkk","hdkk","hckj","dfkk","ffjk","eekk","hfkk",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","jfkk","hfjk","hekk","hfkj","dgjk","fgkj","bfjk","cgkj","hfkk",NA,NA,NA,NA,NA,NA,NA
"gckk","gcjk","ickj","cckj","dckk","cfjk","ffjk","gekk","hfkk",NA,NA,NA,NA,NA,NA,NA,NA
"gckk","hckk","fgkj","efkj","bejk","gekk","hgkj","hfkk",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","ecjk","gckj","dfkk","gfjk","gekk","hfkj","hfjk","hfkk",NA,NA,NA,NA,NA,NA,NA,NA
"gckk","gfjk","ifkj","hekk","bekk","cgjk","egkj","cfjk","efkk","cgkj","hgkj","fekj","dekk","egkk",NA,NA,NA
"gckk","jfkk","dcjk","ifkk","igkj","fgkj","ggkj","fekk","egkk",NA,NA,NA,NA,NA,NA,NA,NA
"gckk","jckk","gfjk","cfkj","cekk","hfkj","fekk","bekk","egkk",NA,NA,NA,NA,NA,NA,NA,NA
"gckk","gdkk","hdjk","hckj","dgkk","dfkk","ifkj","gfkj","bekk","gekk","bfkj","egkk",NA,NA,NA,NA,NA
"gckk","bgkk","gfkj","fekk","dekk","dfjk","bckk","egkk",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","gdkj","gckj","gcjk","fcjk","hgkk","gejk","egkk",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","ggjk","bfkk","fekk","cfkj","efkk","ifkk","dfjk","egkj","egkk",NA,NA,NA,NA,NA,NA,NA
"gckk","bgjk","efkk","bfjk","cgkj","gfkj","hfjk","cckk","fgkj","egkk",NA,NA,NA,NA,NA,NA,NA
"gckk","fdkj","dbjj","ffkj","fekk","ffjk","gfjk","ggjk","fckj","egkk",NA,NA,NA,NA,NA,NA,NA
"gckk","hckj","ccjk","hfkj","gfkj","dfkk","bckk","egkk",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","cfkj","iekk","cgjk","egkj","fckj","hckk","gdkk",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","ifkk","hfkj","iekk","ggjk","cdkk","edkj","cdkj","gdkk",NA,NA,NA,NA,NA,NA,NA,NA
"gckk","ccjk","hfkj","fekj","cejk","cfjk","efkk","gckj","jfkk","dcjk","ickk","gdkk",NA,NA,NA,NA,NA
"gckk","efkj","bekk","gekk","hfkj","iekk","ggjk","dckj",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","egjk","efkj","dekk","egkk","bfkj","fgkk","icjk","dckj",NA,NA,NA,NA,NA,NA,NA,NA
"gckk","bfkk","fekk","dfkk","ifkj","gfkj","ecjk","gckj","cckk","fckj","dckj",NA,NA,NA,NA,NA,NA
"gckk","bgkk","gfkj","cejk","hfkk","hfkj","igkk","dcjk","ickk","dckj",NA,NA,NA,NA,NA,NA,NA
"gckk","efjk","dgkj","ifkk","hfkj","fekj","ffjk","efjj","dckj",NA,NA,NA,NA,NA,NA,NA,NA
"gckk","ecjk","hfjk","hekk","hfkj","iejk","cgjk","cgkj","fgjk",NA,NA,NA,NA,NA,NA,NA,NA
"gckk","ffjk","hfjk","bfkk","cfjk","gfkj","fekj","dekk","cfkj","eckj","gckj","dgjk","fgkj","ggkj","fgjk",NA,NA
"gckk","ggjk","gekk","hfkj","iekk","cfjk","ffjk","ifjk","fgjk",NA,NA,NA,NA,NA,NA,NA,NA
"gckk","ffjk","gfjk","hfkj","fekk","bekk","cgjk","fgjk",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","gfjk","ifkj","hekk","bekk","cfjk","dckk","igjk","gckj",NA,NA,NA,NA,NA,NA,NA,NA
"gckk","gcjk","ickj","cckj","ggjk","fgkk","eekj","gckj",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","fdkj","dbjj","ffkj","bekk","gekk","hfkj","gckj",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","gfkj","fekj","dekk","dejk","cgjk","dckj","gckj",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","gfjk","gfkj","cfjk","efkk","cgkj","gcjk","gckj",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","cfkj","cekk","gfkk","ifkj","gcjk","ccjk","gckj",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","igjk","gfkk","ffjk","hgjk","fgkj","ccjk","gcjk","fcjk","gckj",NA,NA,NA,NA,NA,NA,NA
"gckk","ecjk","gckj","dfkk","cekk","dekk","iekj","dgkj",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","dfjk","hfkj","hekk","dfkk","bcjk","fgkj","efkj","bekk","dgkj",NA,NA,NA,NA,NA,NA,NA
"gckk","hckj","dfkk","hcjk","fckj","hgkj","fekj","bfkk","dgkj",NA,NA,NA,NA,NA,NA,NA,NA
"gckk","cdkk","ffkj","bekk","dgkk","ifkk","gckj","dgkj",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","ggjk","gekk","cejk","cfjk","ffjk","eekk","dfkj","hckk","hcjk",NA,NA,NA,NA,NA,NA,NA
"gckk","cfkk","ffkj","cckj","ggjk","cdkk","gdjk","hdkk","hcjk",NA,NA,NA,NA,NA,NA,NA,NA
"gckk","fgjk","bgkk","cekk","hekk","bfkk","fekk","hcjk",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","cfkj","eckj","efjj","dbjj","ebjj","cckj","fgjk","eekk","hcjk",NA,NA,NA,NA,NA,NA,NA
"gckk","cfjk","gfkj","fekj","dekk","dejk","cgjk","dgkk","bcjk","fgkj","efkk","eekk","dgkj","hcjk",NA,NA,NA
"gckk","icjk","dckk","ecjk","cdkk","gdkk","hdkk","hcjk",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","dgkj","bckk","egkk","ickk","gdkk","idkk","hcjk",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","dgkk","dfkk","ifkj","hekk","hfkj","iekk","cgjk",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","ecjk","hfjk","hekk","ifkj","hgjk","ffkj","fekk","dekk","dejk","cgjk",NA,NA,NA,NA,NA,NA
"gckk","gckj","dfjk","hgkj","iekk","dgkk","bcjk","fgkj","cgjk",NA,NA,NA,NA,NA,NA,NA,NA
"gckk","gcjk","gfjk","cfkj","iekk","cejk","hfkk","cgjk",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","jfkk","dcjk","ifkk","igkj","fgkj","bfjk","cgkj","bgkk","cgjk",NA,NA,NA,NA,NA,NA,NA
"gckk","cckj","eckj","cfkj","cfjk","eejk","dgkj","ifkk","hgjk","fgkj","efkj","bejk","gekk","hgkj","fekk","cgjk",NA
"gckk","hcjk","igkk","hgkk","fekj","cfkk","cekj","cgjk",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","bdkk","fckk","fgkj","cfjk","cekk","hfkj","gekk","cgjk",NA,NA,NA,NA,NA,NA,NA,NA
"gckk","ccjk","hfkj","iejk","cgjk","cfkj","eckj","cdkj","edkk",NA,NA,NA,NA,NA,NA,NA,NA
"gckk","cckk","hfkj","iekk","cfjk","ffjk","ifjk","dfkk","egkk","egjk","cdjk","edkk",NA,NA,NA,NA,NA
"gckk","ccjk","hfkj","iejk","cgjk","cfkj","eckj","efjj","dbjj","ffkj","bfkk","gfkk",NA,NA,NA,NA,NA
"gckk","dckk","fckj","hgkj","iekk","cejk","cekk","gfkk",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","hckk","fgjk","bekk","cgjk","cekk","hekk","bfkk","fekk","gfkk",NA,NA,NA,NA,NA,NA,NA
"gckk","jckk","gfjk","hfkj","fekj","bekk","cgkk","dekj","gfkk",NA,NA,NA,NA,NA,NA,NA,NA
"gckk","efkk","bfjk","gfkj","hgkk","gekk","bfkj","gfkk",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","fdkk","efkk","cfkj","dckk","hfkj","gekk","bekj","gfkk",NA,NA,NA,NA,NA,NA,NA,NA
"gckk","icjk","gcjk","ickj","dfkk","bcjk","fgkj","bfjk","gfkk",NA,NA,NA,NA,NA,NA,NA,NA
"gckk","hcjk","gfkj","fekj","ffjk","gfjk","cfkj","efkk","gfkk",NA,NA,NA,NA,NA,NA,NA,NA
"gckk","ggjk","bfkk","dgkj","bckk","egkk","fgkj","ggkj","gfkk",NA,NA,NA,NA,NA,NA,NA,NA
"gckk","ccjk","dfkk","hgjk","fgkj","efkj","eekk","gfkk",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","dcjk","dgjk","fgkj","igjk","gckj","ecjk","cdkk","gfkk",NA,NA,NA,NA,NA,NA,NA,NA
"gckk","igkk","hekk","hfkj","iekk","cfjk","eejk","dgkj","bckk","egkk","fckj","igkj",NA,NA,NA,NA,NA
"gckk","egjk","efkj","dekk","dejk","cgjk","egkj","cfjk","ffjk","dfkk","ickk","igkj",NA,NA,NA,NA,NA
"gckk","hgjk","ffkj","cejk","cfjk","eejk","dgkj","egkj",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","ccjk","hfkj","iekk","cfjk","ffjk","cckj","egkj",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","cfjk","gfkj","fekj","dekk","dejk","cgjk","dckj","eckj","gckj","egkj",NA,NA,NA,NA,NA,NA
"gckk","gcjk","gfjk","hfkj","fekj","bekk","cfjk","efkk","ggkj","fejk","egkj",NA,NA,NA,NA,NA,NA
"gckk","fckj","ecjk","cckj","ggjk","fgkk","gejk","cekk",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","eckk","gckj","dgjk","fgkj","gfkj","fekj","dekk","cekk",NA,NA,NA,NA,NA,NA,NA,NA
"gckk","ifkj","ifjk","dfkk","ffkk","efkj","dekk","cekk",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","gckj","ecjk","cfkk","hekk","ifkj","gfkj","fejk","cekk",NA,NA,NA,NA,NA,NA,NA,NA
"gckk","cdkj","edkk","cdjk","hckk","ffkj","bekk","cgjk","cfkj","cekk",NA,NA,NA,NA,NA,NA,NA
"gckk","hckj","dckk","ifkk","gfjk","hfkj","fekk","cekk",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","jckk","dckk","icjk","gcjk","gfkj","bekk","cgkk","hekk","cekk",NA,NA,NA,NA,NA,NA,NA
"gckk","eckj","efjj","dbjj","ebjj","cckj","cfkk","eekk",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","gckj","ecjk","cgkk","dekj","cfkj","iekk","eekk",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","hgkj","iekk","cejk","cekk","hekk","bfkk","eekk",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","jfkk","dcjk","dgjk","fgkj","bekk","gfkk","eekk",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","cdkj","edkk","cdkk","dckj","eckj","cfkj","eekk",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","eckj","icjk","hckk","ickk","ccjk","ifkk","hgkj",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","fckj","ecjk","cfkk","eejk","dgkj","hcjk","gcjk","gfjk","gekk","hgkj",NA,NA,NA,NA,NA,NA
"gckk","ffkj","fekk","bekk","cgjk","egkj","fckk","gckj","hgkj",NA,NA,NA,NA,NA,NA,NA,NA
"gckk","gdjk","hdkk","gcjk","ccjk","hfkj","fgjk","hgkj",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","fdkk","ifkk","dcjk","cckk","fcjk","fgjk","hgkj",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","hckj","dckj","dbjj","ffkj","bekk","ggkk","hfjk",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","dgjk","fgkj","efkj","bejk","gekk","cekk","hfjk",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","cgjk","cekk","hfkj","fekj","bfkk","eekk","hfjk",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","ccjk","hfkj","gfkj","fekj","dekk","cfkj","eckj","fckj","edkj","hfjk",NA,NA,NA,NA,NA,NA
"gckk","dcjk","hckj","ccjk","dfkk","ifkj","gfkj","gfkk","edkk","hfjk",NA,NA,NA,NA,NA,NA,NA
"gckk","hckj","dckj","dbjj","ffkj","efkk","bfjk","gfkj","cfjk",NA,NA,NA,NA,NA,NA,NA,NA
"gckk","jfkk","dcjk","ifkk","dfkk","efkk","fekk","cfjk",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","gcjk","gfjk","hfkj","fekj","dekk","dejk","cfjk",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","ffjk","gekk","ifkj","dcjk","hckk","fgjk","cgkj","cfjk",NA,NA,NA,NA,NA,NA,NA,NA
"gckk","jckk","gfjk","gfkj","fekj","ffjk","eekk","dfkj","cfjk",NA,NA,NA,NA,NA,NA,NA,NA
"gckk","egjk","efkj","bekk","gekk","bfkj","fgkk","dgjk",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","gfkj","fekj","dekk","dejk","cgjk","egkj","fckj","dgjk",NA,NA,NA,NA,NA,NA,NA,NA
"gckk","cdkk","ffkj","bekk","cgjk","cfkj","eckj","gckj","ggjk","gekk","dgkj","ickk","dgjk",NA,NA,NA,NA
"gckk","fdkj","dbjj","ffkj","dfkk","ifkk","jekj","dgjk",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","fcjk","hfkj","iekk","dfkk","cfkj","hekj","dgjk",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","fcjk","hfkj","hekk","dfkk","ickk","fckj","hgkj","bgkk",NA,NA,NA,NA,NA,NA,NA,NA
"gckk","ecjk","gckj","dfkk","gfkk","fekk","dekk","bgkk",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","hckk","gckj","ifkk","gfjk","gfkj","cekk","bgkk",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","cdkj","edkk","cdjk","hckk","cfkk","cekj","bgkk",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","eckj","icjk","gcjk","gfjk","dfkk","dfjk","hfkj","bgkk",NA,NA,NA,NA,NA,NA,NA,NA
"gckk","cckj","eckj","cfkj","iekk","dfkk","cgkj","bgkk",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","cdkk","ffkj","bekk","gekk","hfkj","dgjk","fgkj","bfjk","bgkk",NA,NA,NA,NA,NA,NA,NA
"gckk","dcjk","hckj","ccjk","dfkk","cgjk","egkj","bgkk",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","dgkk","cekk","iekk","cgjk","dckj","eckj","gckj","dfjk","cgkj",NA,NA,NA,NA,NA,NA,NA
"gckk","ecjk","hfjk","hekk","ifkj","hgjk","ffkj","fekk","cgkj",NA,NA,NA,NA,NA,NA,NA,NA
"gckk","hckj","dfkk","bcjk","fgkj","bekk","gekk","cgkj",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","igkk","ggkj","iekk","cejk","cekk","cekj","cgkj",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","dcjk","dckj","hgjk","gekk","cgjk","egkj","cgkj",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","cdkj","edkk","cdjk","hckk","hcjk","cfkj","iekk","ggjk","bfkk","cgkj",NA,NA,NA,NA,NA,NA
"gckk","ccjk","igkj","hfjk","fckj","ecjk","cckj","eckj",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","egkk","eejk","dgkj","bckk","efkk","ffjk","hfjk","hekk","ifkj","dfjk","hgkj","dckj","eckj",NA,NA,NA
"gckk","cfkj","iekk","cejk","hfkk","igkj","eckk","eckj",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","jfkk","dcjk","hckj","dfkk","hcjk","ffkj","ebjj","eckj",NA,NA,NA,NA,NA,NA,NA,NA
"gckk","hgkj","iekk","dfkk","bcjk","fgkj","fgjk","eekk","eckj",NA,NA,NA,NA,NA,NA,NA,NA
"gckk","cdkj","edkk","cdjk","hckk","cckj","ffjj","eckj",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","egjk","efkj","bekk","gfkk","dgkj","hcjk","eckj",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","dgjk","egkk","eekk","dfkj","cekk","hfkj","hfjk","dckk","dckj","cbjj","eckj",NA,NA,NA,NA,NA
"gckk","gcjk","ickj","dfkk","bcjk","fgkj","bfjk","cgkj","gekk","bfkk",NA,NA,NA,NA,NA,NA,NA
"gckk","efjk","fckj","hgkj","fekj","cekk","ggkj","fgjk","bgkk","bfkk",NA,NA,NA,NA,NA,NA,NA
"gckk","ccjk","hgkj","iekk","dgkk","fgjk","egkj","bfkk",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","jfkk","dcjk","dgjk","gfkk","ifkk","hgjk","bfkk",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","fcjk","ecjk","cgkk","dekj","cfkj","eckj","fckj","ickk","ccjk","igkj","bfkk",NA,NA,NA,NA,NA
"gckk","dfjk","ifkk","gckj","ggjk","cgjk","ggkj","bfkk",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","hckj","dckj","ifkk","ecjk","gckj","dfkk","ffjk","eekk","dfkj","cgkj","bgkk","bfkk",NA,NA,NA,NA
"gckk","cckj","eckj","cfkj","cekk","iekk","cgjk","cgkj","hgkj","bfkk",NA,NA,NA,NA,NA,NA,NA
"gckk","ccjk","ifkk","cfkj","cfjk","cekk","hfkj","fgjk","bfkk",NA,NA,NA,NA,NA,NA,NA,NA
"gckk","fdkj","dbjj","eckj","gfkk","hekk","ifkk","hckk","fgkj","bfkk",NA,NA,NA,NA,NA,NA,NA
"gckk","fcjk","gckj","dfjk","hfkj","hekk","bekk","cgjk","bfkk",NA,NA,NA,NA,NA,NA,NA,NA
"gckk","hckj","dfkk","ifkj","hekk","hfkj","iejk","cgjk","hekj",NA,NA,NA,NA,NA,NA,NA,NA
"gckk","fckj","ecjk","cckj","ggjk","gekk","gfkj","hekj",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","hckk","ffkj","bekk","cgjk","cfkj","iekk","ggjk","bfkk","hekj",NA,NA,NA,NA,NA,NA,NA
"gckk","hcjk","ffkj","cejk","cfjk","eejk","dgkj","ifkk",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","fcjk","hfkj","iejk","cgjk","cgkk","dekk","dejk","ifkk",NA,NA,NA,NA,NA,NA,NA,NA
"gckk","cdkj","edkk","cdjk","hckk","cfkk","hejk","ifkk",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","hckj","dckj","dbjj","ffkj","bekk","ggkk","egkj","ifkk",NA,NA,NA,NA,NA,NA,NA,NA
"gckk","gdkk","fcjk","fgjk","bgkk","cekk","iekk","ggjk","gekk","ifkk",NA,NA,NA,NA,NA,NA,NA
"gckk","hckj","fckk","dfkj","cekk","hfkj","gekk","dejk","ifkk",NA,NA,NA,NA,NA,NA,NA,NA
"gckk","eckj","gckj","dfkk","ifkj","gfkj","fejk","ifkk",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","fdkj","dbjj","eckj","cckk","hfkj","hekk","ifkk",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","gdkk","hdkk","fcjk","dcjk","cckk","dfjk","cekk","ifkk",NA,NA,NA,NA,NA,NA,NA,NA
"gckk","efkj","cfkj","eckj","gfkk","ifkj","gcjk","hckk","fdkk","ifkk",NA,NA,NA,NA,NA,NA,NA
"gckk","hgjk","ffkj","fekk","dekk","iekk","cgjk","egkj","fckj","edkj","ifkk",NA,NA,NA,NA,NA,NA
"gckk","cdkk","dckk","hcjk","cfkj","cekk","dekk","dejk","ifkk",NA,NA,NA,NA,NA,NA,NA,NA
"gckk","icjk","dckk","ifkj","hekk","bfkk","fekk","dfkk",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","dcjk","hckj","ccjk","igkj","fgkj","hgjk","ifjk","dfkk",NA,NA,NA,NA,NA,NA,NA,NA
"gckk","cdkk","dckj","cgjk","cfkj","efkk","bfjk","dfkk",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","ccjk","hfkj","iejk","cgjk","ggkj","fejk","dfkk",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","gdjk","hdkk","hckj","dgkk","ifkk","hfkj","dfkk",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","fdkj","dbjj","eckj","gfkk","dfkj","cekk","dfkk",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","icjk","dgkk","bcjk","fgkj","bfjk","cgkj","bekk","dfkk",NA,NA,NA,NA,NA,NA,NA,NA
"gckk","gdkj","eckk","cgjk","cgkj","hgkj","fekj","cekk","hekk","dfkk",NA,NA,NA,NA,NA,NA,NA
"gckk","cdkj","edjk","cdjk","hckk","dfjk","hfkk","jekk","dfkk",NA,NA,NA,NA,NA,NA,NA,NA
"gckk","dckj","eckj","fckj","ffjk","eekk","dfkj","cgkj","dfkk",NA,NA,NA,NA,NA,NA,NA,NA
"gckk","ickk","ffkj","cekk","hfkj","fekk","bekk","cgjk","dfkk",NA,NA,NA,NA,NA,NA,NA,NA
"gckk","gcjk","dckj","cfjk","ffjk","cekk","dekk","dejk","cgjk","egkj","fckj","hgkj","dfkk",NA,NA,NA,NA
